NA,547786,Adršpach,506,"44,3",-5%,379,5,535,-5%,366,5,"7,7",445,5,64,126,229,3,19 597 Kč,24 190 Kč,12 240 074 Kč,13,1,14,"0,02766798419",260,3,"1,866666667",125,2,260,"3,43",SLABÉ,,,
TU,579220,Havlovice,991,"41,3",2%,160,2,790,25%,92,2,"2,4",282,4,120,121,262,3,10 675 Kč,13 846 Kč,13 721 681 Kč,369,5,41,"0,04137235116",148,2,"2,666666667",234,3,221,"3,00",PRŮMĚRNÉ,,,
NA,574031,Hejtmánkovice,607,"44,6",-6%,393,5,564,8%,234,3,"3,4",380,5,75,124,250,3,14 692 Kč,15 045 Kč,9 132 253 Kč,249,3,13,"0,02141680395",324,4,"3,4",349,4,311,"3,86",VELMI SLABÉ,,,
NA,574040,Heřmanice,438,"40,7",3%,113,2,395,11%,206,3,"3,4",379,5,53,121,263,3,12 666 Kč,15 145 Kč,6 633 554 Kč,239,3,6,"0,01369863014",389,5,"2,266666667",191,3,254,"3,43",SLABÉ,,,
NA,574058,Heřmánkovice,495,"42,2",0%,227,3,467,6%,246,3,"4,4",418,5,53,107,354,4,14 402 Kč,15 917 Kč,7 878 969 Kč,165,2,5,"0,0101010101",411,5,"2,8",252,3,296,"3,57",VELMI SLABÉ,,,
HK,570001,Hlušice,740,"42,2",0%,230,3,705,5%,256,3,"2,3",276,4,88,119,278,4,14 210 Kč,18 102 Kč,13 395 444 Kč,58,1,17,"0,02297297297",314,4,"1,4",58,1,210,"2,86",PRŮMĚRNÉ,,,
HK,570010,Hněvčeves,163,"42,5",-1%,256,3,174,-6%,371,5,"0,9",73,1,23,141,143,2,15 963 Kč,14 874 Kč,2 424 414 Kč,271,4,3,"0,01840490798",350,4,"2,533333333",217,3,240,"3,14",SLABÉ,,,
JC,572900,Holín,607,"42,4",-1%,248,3,509,19%,136,2,"0,3",36,1,108,178,35,1,12 304 Kč,13 621 Kč,8 267 680 Kč,385,5,45,"0,07413509061",51,1,"3,133333333",297,4,170,"2,43",VELMI SILNÉ,,,
HK,570028,Holohlavy,940,"41,3",2%,156,2,723,30%,68,1,"1,9",207,3,107,114,311,4,11 688 Kč,14 132 Kč,13 284 287 Kč,340,4,81,"0,08617021277",24,1,"2,066666667",157,2,180,"2,43",SILNÉ,,,
JC,572918,Holovousy,524,"43,0",-2%,290,4,495,6%,248,3,"2,9",337,4,92,176,39,1,12 599 Kč,15 677 Kč,8 214 585 Kč,185,3,26,"0,04961832061",111,2,"1,7",102,2,187,"2,71",SILNÉ,,,
TU,579238,Horní Brusnice,429,"44,0",-5%,363,5,492,-13%,415,5,"3,1",351,4,48,112,324,4,12 892 Kč,16 173 Kč,6 938 222 Kč,146,2,15,"0,03496503497",192,3,"2,466666667",211,3,286,"3,71",VELMI SLABÉ,,,
TU,579254,Horní Kalná,366,"40,4",4%,94,2,331,11%,213,3,"2,1",243,3,44,120,269,3,11 928 Kč,14 370 Kč,5 259 247 Kč,323,4,9,"0,02459016393",299,4,"3,333333333",340,4,254,"3,29",SLABÉ,,,
TU,579262,Horní Maršov,973,"43,0",-2%,294,4,1028,-5%,364,5,"1,8",195,3,166,171,45,1,15 311 Kč,18 236 Kč,17 743 330 Kč,54,1,59,"0,06063720452",72,1,"1,6",86,1,159,"2,29",VELMI SILNÉ,,,
TU,579271,Horní Olešnice,313,"42,8",-2%,279,4,280,12%,198,3,"0,9",77,1,35,112,326,4,13 626 Kč,15 870 Kč,4 967 342 Kč,170,2,5,"0,01597444089",373,5,"3,133333333",297,4,246,"3,29",SLABÉ,,,
NA,574066,Horní Radechová,504,"40,3",4%,89,1,434,16%,164,2,"1,2",109,2,75,149,106,2,10 255 Kč,12 442 Kč,6 270 899 Kč,438,5,14,"0,02777777778",258,3,"2,666666667",234,3,200,"2,57",SILNÉ,,,
NA,547531,Hořenice,141,"43,7",-4%,342,4,183,-23%,441,5,"0,0",1,1,22,156,78,1,13 275 Kč,99 657 Kč,14 051 596 Kč,1,1,4,"0,02836879433",254,3,"3,966666667",415,5,219,"2,86",PRŮMĚRNÉ,,,
JC,572926,Hořice,8 621,"44,1",-5%,366,5,9282,-7%,380,5,"2,0",219,3,1224,142,139,2,12 163 Kč,15 693 Kč,135 291 747 Kč,182,3,219,"0,02540308549",286,4,"1,2",27,1,228,"3,29",PRŮMĚRNÉ,,,
NA,574074,Hořičky,566,"41,7",1%,189,3,459,23%,105,2,"2,2",260,3,75,133,192,3,13 048 Kč,16 068 Kč,9 094 257 Kč,151,2,28,"0,04946996466",112,2,"1,666666667",94,2,158,"2,43",VELMI SILNÉ,,,
HK,570044,Hořiněves,693,"43,3",-3%,315,4,732,-5%,363,5,"2,9",340,4,81,117,287,4,14 633 Kč,16 560 Kč,11 475 815 Kč,120,2,18,"0,02597402597",279,4,"1,6",86,1,256,"3,43",SLABÉ,,,
TU,579297,Hostinné,4 361,"43,5",-3%,327,4,5181,-16%,428,5,"1,9",209,3,393,90,414,5,12 858 Kč,15 167 Kč,66 143 856 Kč,238,3,58,"0,0132997019",394,5,1,1,1,287,"3,71",VELMI SLABÉ,,,
HK,569810,Hradec Králové,92 742,"44,3",-5%,377,5,99917,-7%,381,5,"2,3",264,3,14826,160,60,1,15 576 Kč,19 280 Kč,1 788 094 211 Kč,35,1,3738,"0,04030536327",156,2,1,1,1,182,"2,57",SILNÉ,,,
HK,570052,Hrádek,186,"45,6",-8%,416,5,172,8%,231,3,"2,9",337,4,29,156,79,1,12 980 Kč,14 104 Kč,2 623 324 Kč,344,4,1,"0,005376344086",430,5,"2,8",252,3,298,"3,57",VELMI SLABÉ,,,
NA,574082,Hronov,6 125,"44,4",-5%,383,5,6653,-8%,389,5,"2,6",299,4,763,125,242,3,12 560 Kč,14 758 Kč,90 391 607 Kč,288,4,208,"0,03395918367",199,3,"1,1",17,1,260,"3,57",SLABÉ,,,
RK,548642,Hřibiny-Ledská,356,"40,2",5%,78,1,286,24%,98,2,"1,4",139,2,42,118,283,4,11 092 Kč,14 002 Kč,4 984 674 Kč,352,4,28,"0,07865168539",40,1,"3,366666667",346,4,191,"2,57",SILNÉ,,,
TU,579301,Hřibojedy,221,"41,8",1%,196,3,213,4%,269,3,"3,0",344,4,21,95,399,5,15 076 Kč,16 045 Kč,3 545 998 Kč,155,2,7,"0,03167420814",221,3,"3,533333333",368,5,279,"3,57",VELMI SLABÉ,,,
HK,570087,Humburky,406,"39,7",6%,48,1,263,54%,19,1,"2,7",315,4,54,133,189,3,10 947 Kč,12 638 Kč,5 130 874 Kč,434,5,34,"0,08374384236",30,1,"2,466666667",211,3,178,"2,57",SILNÉ,,,
HK,573621,Hvozdnice,222,"40,0",5%,69,1,197,13%,189,3,"2,8",323,4,35,158,71,1,10 109 Kč,12 697 Kč,2 818 745 Kč,432,5,19,"0,08558558559",26,1,"3,033333333",284,4,199,"2,71",SILNÉ,,,
NA,574163,Hynčice,191,"39,3",7%,33,1,207,-8%,386,5,"5,9",438,5,11,58,444,5,10 442 Kč,13 066 Kč,2 495 683 Kč,419,5,1,"0,005235602094",432,5,"3,133333333",297,4,350,"4,29",VELMI SLABÉ,,,
RK,576310,Chleny,214,"46,9",-11%,434,5,209,2%,283,4,"2,2",250,3,30,140,151,2,15 742 Kč,17 178 Kč,3 676 139 Kč,81,1,12,"0,05607476636",84,1,2,147,2,204,"2,57",SILNÉ,,,
RK,548791,Chlístov,85,"43,8",-4%,353,4,111,-23%,442,5,"0,0",1,1,13,153,90,2,10 944 Kč,13 304 Kč,1 130 813 Kč,402,5,1,"0,01176470588",402,5,"3,333333333",340,4,290,"3,71",VELMI SLABÉ,,,
HK,570109,Chlumec nad Cidlinou,5 462,"43,1",-2%,301,4,5327,3%,281,4,"3,2",364,5,971,178,36,1,11 873 Kč,17 125 Kč,93 538 497 Kč,86,1,206,"0,03771512267",173,2,"1,366666667",55,1,185,"2,57",SILNÉ,,,
JC,549355,Cholenice,231,"42,2",0%,232,3,204,13%,183,3,"2,5",292,4,29,126,236,3,10 809 Kč,14 756 Kč,3 408 575 Kč,289,4,7,"0,0303030303",234,3,"3,2",314,4,254,"3,43",SLABÉ,,,
JC,572969,Chomutice,646,"42,5",-1%,259,3,606,7%,241,3,"2,2",259,3,66,102,376,5,16 077 Kč,19 061 Kč,12 313 392 Kč,38,1,3,"0,004643962848",433,5,"1,566666667",81,1,241,"3,00",SLABÉ,,,
JC,549037,Choteč,202,"43,4",-3%,318,4,216,-6%,373,5,"0,8",63,1,27,134,185,3,13 004 Kč,15 440 Kč,3 118 973 Kč,206,3,2,"0,009900990099",413,5,"3,8",394,5,279,"3,71",VELMI SLABÉ,,,
TU,579319,Chotěvice,1 067,"41,8",1%,192,3,975,9%,223,3,"2,0",230,3,118,111,333,4,12 200 Kč,14 504 Kč,15 475 895 Kč,318,4,11,"0,01030927835",410,5,"2,066666667",157,2,266,"3,43",SLABÉ,,,
TU,579327,Choustníkovo Hradiště,589,"44,4",-5%,384,5,588,0%,303,4,"4,7",424,5,94,160,61,1,21 410 Kč,15 514 Kč,9 137 567 Kč,198,3,13,"0,0220713073",319,4,"2,1",172,2,266,"3,43",SLABÉ,,,
HK,570125,Chudeřice,259,"37,8",10%,7,1,191,36%,51,1,"2,4",278,4,30,116,293,4,12 370 Kč,14 834 Kč,3 841 879 Kč,276,4,21,"0,08108108108",35,1,"2,1",172,2,159,"2,43",VELMI SILNÉ,,,
TU,579335,Chvaleč,674,"42,4",-1%,249,3,603,12%,199,3,"2,9",334,4,88,131,211,3,12 293 Kč,14 690 Kč,9 901 318 Kč,296,4,28,"0,04154302671",146,2,"2,2",184,3,231,"3,14",PRŮMĚRNÉ,,,
NA,574112,Chvalkovice,736,"42,6",-1%,264,3,637,16%,167,2,"3,3",372,5,106,144,128,2,13 481 Kč,16 893 Kč,12 432 979 Kč,100,2,23,"0,03125",225,3,"1,933333333",136,2,199,"2,71",SILNÉ,,,
JC,549223,Chyjice,173,"39,3",7%,32,1,143,21%,124,2,"4,9",428,5,16,92,407,5,14 538 Kč,16 484 Kč,2 851 777 Kč,125,2,3,"0,01734104046",360,5,"4,133333333",425,5,272,"3,57",SLABÉ,,,
RK,548782,Jahodov,102,"39,4",6%,37,1,68,50%,22,1,"1,5",152,2,15,147,116,2,11 914 Kč,15 605 Kč,1 591 755 Kč,191,3,8,"0,07843137255",41,1,"4,333333333",433,5,142,"2,14",VELMI SILNÉ,,,
RK,576328,Janov,116,"42,8",-2%,276,4,113,3%,280,4,"1,4",146,2,9,78,432,5,12 440 Kč,14 688 Kč,1 703 797 Kč,299,4,2,"0,01724137931",361,5,"4,333333333",433,5,318,"4,14",VELMI SLABÉ,,,
TU,579351,Janské Lázně,699,"44,3",-5%,378,5,961,-27%,445,5,"1,1",97,2,164,235,10,1,19 819 Kč,24 451 Kč,17 091 268 Kč,12,1,25,"0,03576537911",187,3,"1,833333333",124,2,179,"2,71",SILNÉ,,,
NA,574121,Jaroměř,12 433,"42,0",0%,213,3,12557,-1%,316,4,"3,8",392,5,1403,113,318,4,11 473 Kč,17 091 Kč,212 495 470 Kč,88,1,309,"0,02485321322",293,4,"1,066666667",13,1,233,"3,14",PRŮMĚRNÉ,,,
NA,574139,Jasenná,750,"39,3",7%,34,1,695,8%,233,3,"3,9",397,5,77,103,372,5,12 419 Kč,14 360 Kč,10 769 823 Kč,325,4,18,"0,024",305,4,"2,066666667",157,2,260,"3,43",SLABÉ,,,
RK,576336,Javornice,1 050,"39,9",5%,68,1,829,27%,80,1,"1,3",129,2,102,97,394,5,12 510 Kč,15 181 Kč,15 939 993 Kč,233,3,58,"0,05523809524",86,1,"1,6",86,1,154,"2,00",VELMI SILNÉ,,,
HK,570133,Jeníkovice,465,"41,8",1%,199,3,386,20%,130,2,"0,3",38,1,69,148,108,2,14 916 Kč,16 335 Kč,7 595 778 Kč,134,2,13,"0,02795698925",257,3,"1,966666667",144,2,144,"2,14",VELMI SILNÉ,,,
JC,572993,Jeřice,388,"40,8",3%,124,2,385,1%,298,4,"1,6",161,2,51,131,203,3,13 104 Kč,15 699 Kč,6 091 327 Kč,181,3,6,"0,01546391753",376,5,"1,366666667",55,1,200,"2,86",SILNÉ,,,
NA,574147,Jestřebí,157,"45,4",-8%,414,5,175,-10%,406,5,"0,9",75,1,18,115,304,4,11 064 Kč,13 961 Kč,2 191 801 Kč,356,4,7,"0,04458598726",131,2,"3,4",349,4,291,"3,57",VELMI SLABÉ,,,
NA,574155,Jetřichov,461,"41,9",0%,204,3,439,5%,255,3,"3,2",365,5,45,98,392,5,12 734 Kč,15 681 Kč,7 228 856 Kč,183,3,1,"0,002169197397",443,5,"2,3",201,3,292,"3,86",VELMI SLABÉ,,,
JC,572659,Jičín,16 577,"43,1",-2%,298,4,16803,-1%,324,4,"1,3",128,2,2273,137,171,2,14 211 Kč,17 693 Kč,293 300 901 Kč,68,1,210,"0,01266815467",399,5,1,1,1,198,"2,71",SILNÉ,,,
JC,573001,Jičíněves,593,"41,7",1%,187,3,656,-10%,402,5,"2,0",226,3,68,115,303,4,15 787 Kč,17 871 Kč,10 597 265 Kč,63,1,19,"0,03204047218",215,3,"2,066666667",157,2,222,"3,00",PRŮMĚRNÉ,,,
HK,576352,Jílovice,303,"40,0",5%,72,1,242,25%,93,2,"1,9",204,3,40,132,197,3,10 212 Kč,12 555 Kč,3 804 185 Kč,436,5,17,"0,05610561056",83,1,"2,466666667",211,3,185,"2,57",SILNÉ,,,
JC,549151,Jinolice,194,"43,2",-3%,308,4,161,20%,128,2,"0,8",59,1,21,108,346,4,14 064 Kč,16 590 Kč,3 218 536 Kč,118,2,7,"0,03608247423",185,3,"2,866666667",259,3,200,"2,71",SILNÉ,,,
TU,579378,Jívka,571,"42,5",-1%,250,3,632,-10%,403,5,"0,9",71,1,65,114,310,4,16 107 Kč,18 237 Kč,10 413 456 Kč,53,1,15,"0,02626970228",275,4,"1,866666667",125,2,212,"2,86",PRŮMĚRNÉ,,,
JC,549312,Kacákova Lhota,160,"43,7",-4%,345,4,135,19%,140,2,"3,6",385,5,19,119,280,4,13 706 Kč,16 457 Kč,2 633 182 Kč,127,2,5,"0,03125",225,3,"2,266666667",191,3,242,"3,29",SLABÉ,,,
HK,570150,Káranice,214,"40,5",4%,100,2,173,24%,103,2,"2,0",231,3,17,79,430,5,11 695 Kč,14 174 Kč,3 033 232 Kč,336,4,6,"0,02803738318",255,3,"2,266666667",191,3,235,"3,14",PRŮMĚRNÉ,,,
JC,549169,Kbelnice,217,"40,8",3%,123,2,122,78%,10,1,"1,9",215,3,30,138,163,2,10 858 Kč,12 273 Kč,2 663 175 Kč,441,5,22,"0,1013824885",12,1,"4,333333333",433,5,200,"2,71",SILNÉ,,,
HK,570168,Klamoš,384,"47,2",-12%,440,5,413,-7%,378,5,"3,4",375,5,46,120,273,4,13 550 Kč,20 804 Kč,7 988 715 Kč,22,1,15,"0,0390625",164,2,3,279,4,276,"3,71",VELMI SLABÉ,,,
TU,579386,Klášterská Lhota,233,"41,2",2%,148,2,184,27%,81,1,"0,0",1,1,19,82,426,5,11 395 Kč,13 180 Kč,3 070 986 Kč,410,5,9,"0,03862660944",167,2,"4,2",428,5,237,"3,00",SLABÉ,,,
JC,573043,Kněžnice,275,"42,9",-2%,283,4,242,14%,178,2,"0,6",44,1,37,135,180,3,14 528 Kč,15 840 Kč,4 356 075 Kč,172,2,15,"0,05454545455",93,2,"3,133333333",297,4,178,"2,57",SILNÉ,,,
HK,573710,Kobylice,264,"37,8",10%,6,1,176,50%,22,1,"0,6",47,1,46,174,41,1,13 018 Kč,13 707 Kč,3 618 617 Kč,380,5,20,"0,07575757576",47,1,"2,666666667",234,3,111,"1,86",VELMI SILNÉ,,,
TU,579394,Kocbeře,508,"41,8",1%,193,3,497,2%,285,4,"2,5",288,4,57,112,323,4,13 204 Kč,16 180 Kč,8 219 597 Kč,145,2,9,"0,01771653543",354,4,"2,6",223,3,259,"3,43",SLABÉ,,,
TU,579408,Kohoutov,270,"42,9",-2%,284,4,228,18%,141,2,"4,2",408,5,37,137,172,2,13 648 Kč,16 134 Kč,4 356 187 Kč,148,2,9,"0,03333333333",204,3,"3,533333333",368,5,246,"3,29",SLABÉ,,,
JC,573051,Konecchlumí,388,"40,1",5%,76,1,315,23%,109,2,"0,8",66,1,54,139,156,2,13 409 Kč,15 454 Kč,5 995 960 Kč,204,3,13,"0,03350515464",203,3,"2,2",184,2,143,"2,00",VELMI SILNÉ,,,
JC,573060,Kopidlno,2 080,"43,0",-2%,288,4,1972,5%,250,3,"2,3",265,3,178,86,422,5,11 722 Kč,17 030 Kč,35 422 647 Kč,91,2,15,"0,007211538462",424,5,"1,266666667",41,1,254,"3,29",SLABÉ,,,
HK,570176,Kosice,343,"43,3",-3%,311,4,306,12%,194,3,"1,2",118,2,72,210,14,1,17 365 Kč,21 148 Kč,7 253 874 Kč,21,1,24,"0,06997084548",56,1,"1,866666667",125,2,120,"2,00",VELMI SILNÉ,,,
HK,570184,Kosičky,340,"42,9",-2%,286,4,360,-6%,367,5,"4,1",402,5,51,150,102,2,13 525 Kč,16 380 Kč,5 569 077 Kč,132,2,6,"0,01764705882",357,4,"1,933333333",136,2,255,"3,43",SLABÉ,,,
JC,548928,Kostelec,37,"44,6",-6%,392,5,52,-29%,446,5,"0,0",1,1,6,162,54,1,20 533 Kč,22 590 Kč,835 821 Kč,16,1,2,"0,05405405405",95,2,"4,666666667",444,5,207,"2,86",PRŮMĚRNÉ,,,
RK,576361,Kostelec nad Orlicí,6 201,"43,5",-3%,326,4,6455,-4%,349,4,"1,3",130,2,759,122,257,3,12 378 Kč,16 864 Kč,104 571 502 Kč,101,2,140,"0,02257700371",316,4,"1,1",17,1,214,"2,86",PRŮMĚRNÉ,,,
RK,576387,Kostelecké Horky,147,"40,0",5%,71,1,149,-1%,323,4,"2,0",227,3,13,88,416,5,16 836 Kč,19 587 Kč,2 879 228 Kč,32,1,5,"0,03401360544",198,3,"3,666666667",388,5,236,"3,14",SLABÉ,,,
RK,576395,Kounov,238,"41,9",0%,209,3,270,-12%,410,5,"3,9",394,5,46,193,20,1,13 315 Kč,16 915 Kč,4 025 719 Kč,98,2,8,"0,03361344538",202,3,"2,866666667",259,3,227,"3,14",PRŮMĚRNÉ,,,
JC,548944,Kovač,137,"39,4",6%,39,1,100,37%,45,1,"1,2",107,2,19,139,158,2,15 475 Kč,17 456 Kč,2 391 491 Kč,75,1,1,"0,007299270073",423,5,"3,9",406,5,179,"2,43",SILNÉ,,,
JC,572136,Kozojedy,182,"42,8",-2%,278,4,210,-13%,418,5,"1,5",159,2,13,71,436,5,12 683 Kč,16 526 Kč,3 007 690 Kč,122,2,1,"0,005494505495",429,5,"3,9",406,5,321,"4,00",VELMI SLABÉ,,,
HK,570192,Králíky,391,"41,3",2%,153,2,401,-2%,333,4,"5,1",432,5,46,118,284,4,14 332 Kč,15 286 Kč,5 976 758 Kč,222,3,9,"0,02301790281",313,4,"3,133333333",297,4,291,"3,71",VELMI SLABÉ,,,
RK,576409,Králova Lhota,239,"39,2",7%,25,1,196,22%,117,2,"0,6",52,1,19,79,429,5,11 415 Kč,13 358 Kč,3 192 506 Kč,399,5,10,"0,04184100418",143,2,"2,766666667",248,3,202,"2,71",SILNÉ,,,
TU,530808,Královec,190,"43,7",-4%,349,4,170,12%,200,3,"1,4",145,2,27,142,137,2,14 076 Kč,17 183 Kč,3 264 848 Kč,80,1,1,"0,005263157895",431,5,"3,8",394,5,248,"3,14",SLABÉ,,,
NA,574546,Kramolna,1 072,"42,2",0%,231,3,781,37%,43,1,"1,9",213,3,162,151,96,2,10 713 Kč,13 093 Kč,14 035 687 Kč,416,5,57,"0,05317164179",98,2,"2,2",184,3,183,"2,71",SILNÉ,,,
HK,570206,Kratonohy,585,"41,7",1%,185,3,551,6%,244,3,"2,5",291,4,76,130,213,3,14 961 Kč,17 349 Kč,10 148 906 Kč,78,1,23,"0,03931623932",163,2,"1,8",116,2,184,"2,57",SILNÉ,,,
RK,548685,Krchleby,88,"41,7",1%,184,3,88,0%,305,4,"1,8",185,3,13,148,112,2,11 843 Kč,15 276 Kč,1 344 313 Kč,223,3,3,"0,03409090909",197,3,"3,6",378,5,226,"3,29",PRŮMĚRNÉ,,,
NA,574171,Křinice,431,"40,6",4%,106,2,382,13%,188,3,"2,9",336,4,54,125,237,3,13 920 Kč,15 897 Kč,6 851 735 Kč,167,2,14,"0,03248259861",211,3,"3,533333333",368,5,230,"3,14",PRŮMĚRNÉ,,,
TU,579416,Kuks,269,"42,1",0%,220,3,252,7%,239,3,"4,5",419,5,49,182,29,1,13 357 Kč,14 983 Kč,4 030 363 Kč,258,3,7,"0,02602230483",276,4,"2,733333333",243,3,241,"3,14",SLABÉ,,,
HK,570214,Kunčice,358,"39,8",5%,59,1,258,39%,42,1,"2,8",326,4,53,148,110,2,11 079 Kč,13 070 Kč,4 678 997 Kč,418,5,33,"0,09217877095",18,1,"2,533333333",217,3,170,"2,43",VELMI SILNÉ,,,
TU,579424,Kunčice nad Labem,573,"41,5",1%,174,2,545,5%,253,3,"1,3",122,2,76,133,191,3,12 504 Kč,14 535 Kč,8 328 378 Kč,315,4,10,"0,01745200698",358,4,"1,733333333",105,2,217,"2,86",PRŮMĚRNÉ,,,
RK,576425,Kvasiny,1 552,"41,6",1%,183,3,1147,35%,52,1,"0,6",48,1,120,77,433,5,15 603 Kč,23 511 Kč,36 489 227 Kč,14,1,129,"0,0831185567",31,1,"1,633333333",93,2,122,"2,00",VELMI SILNÉ,,,
JC,572047,Kyje,57,"49,3",-17%,446,5,43,33%,61,1,"0,0",1,1,13,228,12,1,10 395 Kč,13 002 Kč,741 135 Kč,422,5,4,"0,0701754386",55,1,"3,866666667",402,5,200,"2,71",SILNÉ,,,
TU,548804,Lampertice,382,"45,8",-9%,421,5,443,-14%,419,5,"2,7",315,4,41,107,352,4,12 048 Kč,14 356 Kč,5 484 080 Kč,326,4,1,"0,002617801047",442,5,"3,4",349,4,375,"4,43",VELMI SLABÉ,,,
TU,579432,Lánov,1 807,"40,2",5%,80,1,1445,25%,95,2,"1,3",123,2,246,136,174,2,11 989 Kč,15 786 Kč,28 525 960 Kč,174,2,102,"0,05644714997",82,1,"1,433333333",67,1,114,"1,57",VELMI SILNÉ,,,
TU,579441,Lanžov,190,"46,9",-12%,435,5,191,-1%,312,4,"5,5",436,5,24,126,231,3,15 278 Kč,18 400 Kč,3 496 044 Kč,48,1,5,"0,02631578947",274,4,"2,8",252,3,284,"3,57",VELMI SLABÉ,,,
JC,573094,Lázně Bělohrad,3 665,"43,8",-4%,352,4,3823,-4%,350,4,"2,3",275,4,484,132,195,3,13 952 Kč,17 619 Kč,64 572 717 Kč,70,1,117,"0,03192360164",216,3,1,1,1,208,"2,86",PRŮMĚRNÉ,,,
HK,576433,Ledce,356,"42,5",-1%,255,3,299,19%,137,2,"0,4",39,1,47,132,196,3,12 063 Kč,15 169 Kč,5 400 012 Kč,237,3,16,"0,04494382022",128,2,"2,766666667",248,3,177,"2,43",SILNÉ,,,
